crew_id,name,born_year,death_year,profession,known_for
nm0712544,C.L. Rawal,\N,\N,director,tt0175835|tt0056998|tt0290393|tt0371636
nm0712994,Sandip Ray,1953,\N,director|writer|camera_department,tt0114618|tt4320352|tt9060326|tt1593691
nm0713587,Ali Raza,\N,\N,writer|director|miscellaneous,tt0070558|tt0136153|tt0265241|tt0341563
nm0713615,Karan Razdan,\N,\N,writer|director|actor,tt0112916|tt0841096|tt0490170|tt0414714
nm0714783,Vijay Reddy,\N,\N,director,tt1236202|tt0095810|tt0097813|tt0337651
nm0720763,Revathy,1966,\N,actress|director,tt0155849|tt0291855|tt0105575|tt0319690
nm0728263,Raj Rishi,\N,\N,director|writer|actor,tt0178202|tt0135647|tt0274477|tt0274481
nm0729822,Sibte Hassan Rizvi,\N,\N,producer|director,tt0089382|tt0381864|tt0209263|tt0440005
nm0740274,Pamela Rooks,1958,2010,director|writer|producer,tt0170704|tt0373779|tt0104884
nm0746373,Sadashiv J. Row Kavi,\N,\N,producer|director,tt0364232|tt0052740|tt0138323|tt0269344
nm0746915,Biplab Roy Chowdhury,1942,2012,director|writer|editor,tt0267372|tt0267941|tt0306468|tt0305897
nm0746937,Ashok Roy,\N,\N,director|miscellaneous|assistant_director,tt0298952|tt0258647|tt0175530|tt0275442
nm0746950,Bimal Roy,1909,1966,director|cinematographer|producer,tt0053319|tt0045693|tt0050665|tt0056850
nm0747194,Sudhendu Roy,\N,\N,art_director|director|writer,tt0050665|tt0072109|tt0070637|tt0392188
nm0751080,Chuck Russell,1958,\N,director|producer|writer,tt0116213|tt0110475|tt0093629|tt0094761
nm0754184,S.J. Surya,\N,\N,actor|writer|director,tt6522546|tt6485666|tt0368400|tt4401884
nm0754776,Manmohan Sabir,\N,\N,director|producer|writer,tt3908768|tt0364112|tt10133362|tt2100612
nm0754818,Arjun Sablok,\N,\N,actor|director|writer,tt0422091|tt0248216|tt0112870|tt0470869
nm0755113,Sachin,1957,\N,actor|director|producer,tt0482541|tt1651121
nm0755420,Vijay Sadanah,\N,\N,director|assistant_director|producer,tt0847758|tt0246492|tt0186838|tt0359496
nm0755500,M. Sadiq,1910,1971,director|writer|producer,tt0144603|tt0134763|tt0139048|tt0053706
nm0755997,Ramanand Sagar,1917,2005,producer|writer|director,tt0268416|tt0058921|tt0147811|tt0268216
nm0756313,Deepa Sahi,1962,\N,producer|actress|writer,tt3449292|tt0137100|tt1696191|tt0114031
nm0756393,Kishore Sahu,1915,1980,actor|director|writer,tt0049412|tt0053767|tt0268349|tt0140370
nm0756487,Naresh Saigal,\N,\N,director|writer|producer,tt0366739|tt0157132|tt0369595|tt0374146
nm0756488,Ramesh Saigal,1918,1980,director|writer|producer,tt0048537|tt0268533|tt0065903|tt0055444
nm0756959,Arjun Sajnani,\N,\N,director|actor|writer,tt0116743|tt0326722
nm0757223,Yûgô Sakô,\N,2012,director|writer|producer,tt0259534|tt0296274
nm0757398,A. Salaam,\N,\N,director|writer|producer,tt0389551|tt0177486|tt0178174|tt1736628
nm0759662,Shakti Samanta,1926,2009,director|producer|writer,tt0065416|tt0246420|tt0066758|tt0068217
nm0762638,Ambrish Sangal,\N,\N,director|assistant_director|actor,tt0286545|tt0440715|tt0361721|tt0338472
nm0764314,P.L. Santoshi,1916,1978,director|writer|music_department,tt0053637|tt0268937|tt0269438|tt0134850
nm0764316,Rajkumar Santoshi,\N,\N,writer|director|producer,tt0210609|tt0099652|tt0319736|tt0109117
nm0764816,Govind Saraiya,1929,\N,director|producer,tt0448343|tt0269818|tt0148706|tt0269297
nm0765039,Deepak Sareen,\N,\N,assistant_director|director,tt0359876|tt0182251|tt0118578|tt0106203
nm0765166,Sagar Sarhadi,\N,\N,writer|director|producer,tt0074730|tt3353822|tt0126871|tt0234000
nm0765167,Zia Sarhadi,1914,1997,director|writer|music_department,tt0273407|tt0231156|tt0132166|tt0385852
nm0765705,Jyoti Sarup,1954,\N,director|actor|writer,tt1262868|tt1621161|tt0389586|tt0083987
nm0765873,I.V. Sasi,1946,2017,director|producer|writer,tt0271585|tt0291855|tt0187108|tt0290098
nm0765874,K.P. Sasi,\N,\N,director|writer|producer,tt0110107|tt0832297
nm0765886,Koichi Saski,\N,\N,director,tt0259534
nm0766166,M.S. Sathyu,1930,\N,director|art_director|assistant_director,tt0246942|tt0073034|tt1581311|tt0310714
nm0768289,Amit Saxena,\N,\N,editor|director|actor,tt0307873|tt0111068|tt3044882|tt0348843
nm0781756,Bela Segal,\N,\N,editor|director,tt0238936|tt0150992|tt2187972|tt0375611
nm0781830,Mohan Segal,1921,2005,director|producer|actor,tt0341563|tt0049549|tt0359544|tt2113694
nm0782244,Subhash Sehgal,\N,\N,editor|editorial_department|director,tt5052972|tt0072100|tt0209263|tt0091256
nm0782766,Aziz Sejawal,\N,\N,director|writer|assistant_director,tt0348824|tt0152278|tt0279021|tt0099081
nm0783995,Aravind Sen,\N,\N,director|producer|miscellaneous,tt0077183|tt0071714|tt0230345|tt3173676
nm0784019,Mrinal Sen,1923,2018,director|writer|producer,tt0085785|tt0064086|tt0071317|tt0070498
nm0784289,Partho Sen-Gupta,1965,\N,director|writer|art_department,tt0493315|tt0440463|tt6037866|tt2385227
nm0786042,K.S. Sethumadhavan,1926,\N,director|writer|producer,tt1943756|tt0306098|tt0311607|tt0279017
nm0787022,Naeem Sha,\N,\N,writer|assistant_director|director,tt0368580|tt1412775|tt0119239|tt0265452
nm0787429,Chandulal Shah,1898,1975,director|writer|producer,tt0046155|tt0139003|tt0259557|tt0272845
nm0787441,Harish Shah,\N,\N,producer|director,tt0340178|tt0068938|tt0358302|tt0073224
nm0787452,Krishna Shah,1938,2013,writer|director|producer,tt0078241|tt0214591|tt0296274|tt0088706
nm0787453,Kundan Shah,1947,2017,director|writer|producer,tt0085743|tt0110222|tt0328998|tt0249588
nm0787457,Mahendra Shah,\N,\N,director|producer|writer,tt0105116|tt0114337|tt0390669|tt0370088
nm0787462,Naseeruddin Shah,1950,\N,actor|music_department|director,tt0432637|tt0311429|tt1280558|tt0085743
nm0787511,Kumar Shahani,1940,\N,director|writer|actor,tt0088227|tt0246727|tt0102191|tt0068929
nm0787889,Shammi,1931,2018,actress|director|producer,tt0130991|tt0064506|tt0154189|tt0246286
nm0787911,A. Shamsheer,\N,\N,director,tt0176220|tt0176327|tt5851582|tt3628770
nm0788158,K. Shankar,1926,2006,editor|director|writer,tt0314557|tt0316521|tt0317056|tt1435454
nm0788159,K. Ravi Shankar,\N,\N,director|producer,tt0101432|tt0327004|tt0338690|tt0359324
nm0788171,S. Shankar,\N,\N,writer|director|producer,tt1305797|tt0482389|tt0376127|tt0097416
nm0788391,Shantaram Rajaram Vankudre,1901,1990,director|producer|actor,tt0331417|tt0145856|tt0036343|tt0050322
nm0788855,Abhishek Sharma,\N,\N,actor|director|writer,tt8304386|tt3848888|tt1629391|tt6826438
nm0788858,Anil Sharma,\N,\N,director|writer|producer,tt7722258|tt0359215|tt0423313|tt0284137
nm0788873,Devi Sharma,\N,\N,director|writer|producer,tt0219071|tt0242576|tt2782358|tt0418698
nm0788880,Kidar Nath Sharma,1910,1999,director|writer|actor,tt0039654|tt0042233|tt0141441|tt0374154
nm0788906,Romesh Sharma,1947,\N,actor|producer|director,tt0269234|tt0089678|tt0088687|tt0442764
nm0788910,S. Ram Sharma,\N,\N,director|miscellaneous|assistant_director,tt0066589|tt0152256|tt0042233|tt0293589
nm0788916,Sanjeev Sharma,\N,\N,music_department|writer|actor,tt5637188|tt1314274|tt1447508|tt1836912
nm0788930,Vijay Sharma,\N,\N,actor|director|producer,tt0395614|tt0165805|tt0193122|tt0384219
nm0792899,Bhaskar Shetty,\N,\N,assistant_director|director|stunts,tt0080638|tt0079584|tt0096748|tt0827765
nm0792905,Raam Shetty,\N,\N,stunts|director|actor,tt0309618|tt1527595|tt0432385|tt1016044
nm0794474,Shiva,\N,\N,miscellaneous|camera_department|make_up_department,tt0375611|tt0102636|tt0101887|tt1704145
nm0794981,Roop K. Shorey,1914,1973,director|producer|actor,tt2396447|tt0331480|tt1606794|tt0364657
nm0795430,Esmayeel Shroff,1957,\N,director|writer|assistant_director,tt0081624|tt0105007|tt0319121|tt0381864
nm0795649,Shukla Barnali Ray,\N,\N,director|writer|assistant_director,tt5709256|tt2248929|tt1942905|tt1267400
nm0795651,Dilip Shukla,\N,\N,writer|director,tt1620719|tt0109117|tt0416120|tt2112131
nm0795661,Saurabh Shukla,1963,\N,actor|writer|director,tt2621000|tt1010048|tt7363076|tt0195231
nm0795664,Vinay Shukla,\N,\N,writer|director|actor,tt1388903|tt0088687|tt0102746|tt0233808
nm0796504,Siddique,\N,\N,writer|director|assistant_director,tt1821478|tt0242519|tt9101540|tt1729637
nm0796505,Farogh Siddique,\N,\N,director|writer|assistant_director,tt0092026|tt0111625|tt0267617|tt0420123
nm0799491,H.L.N. Simha,1904,1972,director|writer|actor,tt0369240|tt0370004|tt0272288|tt0830653
nm0801870,Singeetam Srinivasa Rao,1931,\N,director|writer|actor,tt0447257|tt0249797|tt0264415|tt0251355
nm0802084,Anup Singh,\N,\N,writer|director,tt0376589|tt7707876|tt5178120|tt2334779
nm0802086,Anurag Singh,\N,\N,miscellaneous|cinematographer|assistant_director,tt0113526|tt0136352|tt1202540|tt0249588
nm0802107,Dara Singh,1928,2012,actor|director|producer,tt0213300|tt0347304|tt0213108|tt0213206
nm0802143,K.K. Singh,\N,\N,writer|director|actor,tt0395802|tt0338477|tt0110280|tt0111384
nm0802168,Manmohan Singh,\N,\N,cinematographer|producer|director,tt1518814|tt0109555|tt0213890|tt0097045
nm0802375,Shivendra Sinha,\N,\N,actor|director|writer,tt0165593|tt0391399|tt6509858|tt0161165
nm0802377,Tapan Sinha,1924,2009,director|writer|composer,tt0322877|tt0049393|tt0123370|tt0345177
nm0802379,Virendra Sinha,\N,\N,writer|director|producer,tt0077789|tt0232977|tt0156606|tt0231150
nm0802688,G.P. Sippy,1914,2007,producer|actor|director,tt0420765|tt0152256|tt0147925|tt0073707
nm0802692,Raj N. Sippy,\N,\N,director|assistant_director|producer,tt0084630|tt0361773|tt0102846|tt0104927
nm0802693,Ramesh Sippy,1947,\N,director|producer|actor,tt0073707|tt0081491|tt0101284|tt0152256
nm0802725,Puneet Sira,\N,\N,producer|actor|director,tt1369740|tt1372266|tt0379818|tt4584602
nm0803350,Sangeeth Sivan,\N,\N,director|producer|writer,tt0493437|tt0279986|tt0290937|tt0275778
nm0814343,Bhappi Sonie,1928,2001,director|producer|writer,tt0381079|tt0070241|tt0053791|tt0317751
nm0814592,Bunty Soorma,\N,2002,producer|director|writer,tt0117437|tt0314006|tt0112916|tt0314186
nm0820232,C.V. Sridhar,1933,2008,director|writer|producer,tt0139157|tt0320119|tt0176075|tt0055220
nm0836899,Adurthi Subba Rao,1912,1975,director|writer|producer,tt0357811|tt0064244|tt0261357|tt0061974
nm0836942,Babbar Subhash,1945,\N,director|writer|producer,tt0317312|tt1869542|tt0364049|tt0363915
nm0837729,S. Sukhdev,1933,1979,director|cinematographer|editor,tt0361936|tt0456274|tt0233934|tt0316322
nm0838522,Shekhar Suman,1960,\N,actor|writer|music_department,tt0100816|tt0216304|tt5525892|tt3334348
nm0838526,Sabiha Sumar,1961,\N,director|writer|producer,tt2140371|tt1093819|tt0357283|tt1842446
nm0839046,T.R. Sundaram,1907,1963,director|producer|actor,tt0371170|tt0061463|tt0259430|tt0369712
nm0839348,S.U. Sunny,1915,1966,director|producer,tt0137947|tt0053999|tt0048756|tt0331186
nm0841918,Jyoti Swaroop,\N,\N,writer|director|assistant_director,tt0063404|tt0067555|tt0084630|tt0367259
nm0841919,Kamal Swaroop,\N,\N,director|writer|actor,tt3705084|tt3343012|tt0246825|tt0083987
nm0848342,R.C. Talwar,1910,\N,director|producer|writer,tt0130991|tt0057024|tt0139457|tt0133187
nm0848343,Ramesh Talwar,\N,\N,director|assistant_director|actor,tt0301231|tt0302058|tt2731270|tt0108023
nm0848986,Hideo Tanaka,1933,2011,director|actor,tt0184925|tt0182637|tt0159213|tt7769528
nm0849195,Lekh Tandon,1929,2017,director|actor|writer,tt0367110|tt0150417|tt0405508|tt0340091
nm0849200,Ravi Tandon,1935,\N,director|producer|actor,tt0360170|tt0071800|tt0297731|tt0297738
nm0850247,Sooni Taraporevala,\N,\N,writer|director|camera_department,tt4323590|tt0102456|tt1119188|tt0120848
nm0851253,Rama Rao Tatineni,1938,\N,director|assistant_director|writer,tt0094299|tt0260144|tt0114236|tt0090958
nm0854158,Teja,\N,\N,writer|cinematographer|director,tt2358074|tt0368896|tt2358060|tt1797416
nm0856701,Vimal Tewari,\N,\N,director,tt0269456
nm0856893,Anant Thakur,\N,\N,director,tt0049072|tt0135590|tt0230834|tt0045535
nm0856901,Raja Thakur,1923,1975,director|editor,tt2624070|tt2613186|tt0073923|tt8482820
nm0857061,B.S. Thapa,\N,\N,director|actor|writer,tt0316088|tt0073112|tt8934078|tt7051562
nm0858235,A.C. Trilogchander,1930,2016,director|writer,tt0425531|tt0469826|tt1437598|tt0457781
nm0858239,M.A. Thirumugham,\N,\N,director|writer|editor,tt1470925|tt0272118|tt1437599|tt0290693
nm0862308,R. Thyagaraajan,\N,\N,director|editor,tt0374039|tt0186794|tt2975912|tt0274336
nm0863120,Deepak Tijori,1961,\N,actor|director|producer,tt1324076|tt4857886|tt10610440|tt0354786
nm0873035,S.N. Tripathi,1913,1988,composer|actor|director,tt0246313|tt0368196|tt0824355|tt2112252
nm0878674,Ashok Tyagi,\N,\N,director|assistant_director|editor,tt0383876|tt0292742|tt1244864|tt0317153
nm0880323,Milind Ukey,\N,\N,director|actor|writer,tt5065688|tt1127869|tt0824309|tt0488836
nm0882772,Rajendra Prasad V.B.,1932,\N,producer|director|writer,tt0312445|tt0263099|tt1503097|tt0372009
nm0882780,Swamy V.S.R.,\N,\N,cinematographer|director|camera_department,tt7860344|tt1575672|tt0246313|tt0363786
nm0883390,Rajesh Vakil,\N,\N,assistant_director|director|writer,tt0104854|tt0154695|tt0359473|tt0350195
nm0885537,Krishna Vamsi,1962,\N,director|writer|assistant_director,tt1579625|tt0339252|tt1183907|tt3802668
nm0890060,Ram Gopal Varma,1962,\N,director|producer|writer,tt0187115|tt0195231|tt0114234|tt0248428
nm0890320,S.S. Vasan,1903,1969,director|producer|writer,tt0273681|tt0361434|tt0134301|tt0378751
nm0890566,Gennadiy Vasilev,1940,1999,director|writer,tt0103134|tt0242459|tt0084850|tt0101283
nm0890864,P. Vasu,\N,\N,director|writer|actor,tt0449869|tt0306645|tt1339248|tt3738624
nm0891746,A. Veerappan,1933,\N,producer|director|writer,tt0069534|tt0318604|tt0148575
nm0891750,Veerendra,1948,1988,actor|director|writer,tt2038259|tt0454579|tt4633948|tt1529234
nm0894340,Deven Verma,1937,2014,actor|producer|director,tt0246493|tt0158375|tt0215517|tt0320124
nm0894346,Pappu Verma,\N,\N,stunts|producer|director,tt0361941|tt0114153|tt0404537|tt0293342
nm0894347,Prakash Verma,\N,\N,miscellaneous|director|producer,tt0154706|tt2677190|tt0068255|tt0085129
nm0894354,Tinnu Verma,\N,\N,stunts|actor|director,tt0347332|tt0284137|tt0109117|tt0118751
nm0894355,Vinod K. Verma,\N,\N,assistant_director|producer|director,tt0363407|tt0363632|tt0364049|tt0399530
nm0897196,Deepak Balraj Vij,\N,\N,director|writer|producer,tt0363481|tt0111303|tt0458027|tt0363730
nm0897200,Vijay,\N,\N,director|actor|writer,tt1416665|tt1360153|tt1416716|tt1399055
nm0897216,K. Vijayan,\N,\N,director|actor,tt0078761|tt10225388|tt0345939|tt0427494
nm0899649,K. Viswanath,1930,\N,director|writer|actor,tt0079889|tt0097264|tt0249985|tt0086231
nm0901135,Chander Vohra,\N,\N,assistant_director|director,tt0359685|tt0298582|tt0135647|tt0148375
nm0903423,Neeraj Vora,1963,2017,actor|writer|director,tt0242519|tt0995031|tt0495034|tt0255305
nm0904504,Sushil Vyas,\N,\N,director,tt2784620|tt0081605|tt0378967|tt2726740
nm0904505,V.M. Vyas,1905,\N,director|cinematographer|writer,tt0378279|tt0357478|tt0373784|tt0386725
nm0905561,Homi Wadia,1911,2004,director|producer|miscellaneous,tt0372038|tt0063178|tt0268376|tt0384109
nm0905562,J.B.H. Wadia,1901,1986,writer|director|producer,tt0358194|tt0139443|tt0398671|tt0372038
nm0907436,Hari Walia,\N,\N,director|producer,tt0176313|tt0318391|tt0384924
nm0940326,Jeremy Wooding,1969,\N,director|producer|writer,tt0321494|tt0303008|tt3529110|tt6668974
nm0944928,Raja Yagnik,\N,\N,director|producer,tt0389018|tt0155352|tt7033876|tt3638474
nm0956511,Paul Zils,1915,1979,director|assistant_director,tt0157186|tt0156804|tt0156728|tt0275091
nm0957168,N.K. Ziree,\N,\N,director|producer,tt0377632|tt0134840
nm0960965,Kaushik Ghatak,\N,\N,director|writer,tt2943834|tt3636776|tt2801992|tt0853074
nm0968648,Goldie Behl,\N,\N,producer|director|writer,tt10699044|tt6900278|tt1060249|tt0283911
nm0971111,Deb Mukherjee,\N,\N,actor|director|producer,tt0361793|tt1274295|tt0104561|tt0360626
nm0992027,Kamal Sadanah,1971,\N,actor|writer|director,tt3796006|tt3728376|tt5281364|tt0363455
nm0994425,Gul Bahar Singh,\N,\N,director|executive,tt0287463|tt0332559|tt6509874|tt0284999
nm0994603,Onir,\N,\N,producer|director|editor,tt4287778|tt1327833|tt0419992|tt1629295
nm0996320,Gautam Adhikari,\N,\N,producer|director|writer,tt8779772|tt0350613|tt0439872|tt0286539
nm0996494,Lateef Binny,\N,\N,assistant_director|director|writer,tt0109117|tt0217351|tt0286416|tt0099652
nm0996945,Jyotin Goel,\N,\N,writer|director|producer,tt1633171|tt0232784|tt0286934|tt2100543
nm0997633,Shakeel Noorani,\N,\N,producer|director|writer,tt0227496|tt0250452|tt0286478|tt0358261
nm0997778,T.L.V. Prasad,\N,\N,director|writer|editor,tt0314938|tt0294492|tt0286891|tt0113455
nm0999502,Rajiv Babbar,\N,\N,producer|director|writer,tt0251395|tt0349620|tt0470398|tt0287152
nm1001810,Memon Roy,\N,\N,nan,tt0274764
nm10023062,Pushpdeep Bhardwaj,\N,\N,director|writer,tt9074776|tt8426854
nm1002422,Akashdeep,\N,\N,actor|director|producer,tt0395668|tt2909396|tt0362056|tt0213677
nm1007319,Rajan Johri,\N,\N,writer|director,tt1023138|tt0288273|tt0315777
nm1007381,Tanveer Khan,\N,\N,writer|director|actor,tt2104937|tt0946999|tt0430328|tt0133024
nm10074951,Prince Singh,\N,\N,director,tt8897986
nm1007581,Manobala,\N,\N,actor|director|producer,tt3711164|tt1356900|tt0320728|tt10127712
nm1007823,Gaurav Pandey,\N,\N,writer|director|actor,tt0357208|tt4105550|tt0814012|tt4338242
nm1011407,Irfan Kamal,\N,\N,actor|music_department|writer,tt1437367|tt1029231|tt9179426|tt1188982
nm1014371,Akshay Anand,\N,\N,actor,tt0190419|tt0390729|tt7720254|tt0359368
nm1015828,Kishore Vyas,\N,\N,director|producer,tt0172175|tt4599370|tt0289686|tt2748626
nm1017494,Ganesh Acharya,\N,\N,miscellaneous|actor|director,tt3735246|tt0488414|tt0405508|tt2356180
nm1018493,Rakeysh Omprakash Mehra,1963,\N,producer|director|writer,tt2356180|tt0405508|tt0289845|tt1043451
nm1018806,Yakub Hasan Rizvi,\N,\N,director|producer,tt0359728|tt0139046|tt3501502
nm1018906,Jagdish A. Sharma,\N,\N,director|producer,tt1158700|tt0135641|tt0292606|tt0115668
nm1018908,Vivek Sharma,1969,\N,assistant_director|miscellaneous|director,tt1324078|tt0347473|tt0991346|tt0172684
nm1019477,Jeeva,1963,2007,cinematographer|director|writer,tt0458184|tt1388434|tt0242519|tt0375514
nm1021353,Sanjay Dayma,\N,\N,writer|director|assistant_director,tt0169102|tt0476848
nm1021985,Dayal Nihalani,\N,\N,assistant_director|director|writer,tt0337625|tt0251143|tt0338960|tt0113527
nm1022024,Bhushan Patel,\N,\N,director|camera_department|cinematographer,tt8396186|tt0156985|tt9444348|tt0101733
nm1022135,Kamal Saigal,\N,\N,editor|assistant_director|director,tt0196635|tt0090812|tt0367695|tt0439639
nm1023986,Aditya Bhattacharya,\N,\N,director|actor|producer,tt4035594|tt0290820|tt1354066|tt3055378
nm1024505,Ashok Honda,\N,\N,editor|producer|director,tt0358613|tt0311413|tt0135621|tt0135140
nm1025280,Anubhav Sinha,1965,\N,director|writer|producer,tt7618184|tt1562871|tt0348521|tt0290326
nm1027719,Farhan Akhtar,1974,\N,producer|actor|writer,tt2356180|tt0461936|tt0292490|tt1562872
nm1027895,S. Azim,\N,\N,stunts|actor|director,tt2761592|tt0147811|tt0290501|tt0239452
nm1028138,Sikander Bharti,\N,\N,director|assistant_director|music_department,tt0290839|tt0290940|tt0376158|tt0363967
nm1028612,Jagannath Chatterjee,\N,\N,director,tt0290523|tt1587140|tt7893404|tt0499182
nm1028832,Renzil D'Silva,\N,\N,writer|director,tt2792284|tt0405508|tt1185442|tt2172071
nm1030225,Firoz Irani,\N,\N,actor|director|writer,tt0326576|tt0206020|tt0461323|tt0233227
nm1030373,Reema Kagti,\N,\N,writer|producer|assistant_director,tt2395469|tt6173990|tt1787988|tt1562872
nm1030405,Vijay Kapoor,1939,1990,director|writer|producer,tt0370383|tt6574506|tt2858416|tt0415480
nm1030424,Keval P. Kashyap,\N,\N,miscellaneous|producer|director,tt0293499|tt0057332|tt0362283|tt1996213
nm1031045,P. Madhavan,\N,\N,director|producer|writer,tt0315901|tt3442564|tt1445775|tt0316854
nm1032152,Bala Rajasekharuni,\N,\N,miscellaneous|producer|writer,tt10525180|tt2006721|tt0758734|tt0292527
nm1032940,Raju Subramaniam,\N,\N,director|assistant_director,tt1846147|tt0396768|tt0292742|tt0107867
nm10342614,Brijesh Batuknath Tripathi,\N,\N,director|producer,tt9472208|tt1825833
nm10352175,Mitali Ghoshal,\N,\N,director|producer,tt9496212
nm10387315,Ravi Sadasiv,\N,\N,director,\N
nm1039454,Ashok V. Bhushan,\N,\N,miscellaneous|director|assistant_director,tt0072100|tt0177492|tt0300475|tt0371058
nm1042581,Arun Bhatt,\N,\N,director|assistant_director|writer,tt0337650|tt4601946|tt2748626|tt0247015
nm10443374,Abhishek Dixit,\N,\N,director|writer,tt9319812
nm1054473,Manish Acharya,1967,2010,actor|cinematographer|producer,tt0362771|tt1012757|tt8885192|tt1172203
nm1055105,Madhur Bhandarkar,1966,\N,writer|director|actor,tt0819810|tt0267363|tt0443708|tt0964516
nm1056425,Rajpal Yadav,1971,\N,actor|writer|director,tt0995031|tt0991346|tt0347304|tt0251756
nm1057948,Rajendra Bhatia,\N,\N,director|producer|assistant_director,tt0177502|tt0442610|tt0067553|tt0435079
nm10613703,Rajesh Nahta,\N,\N,director|music_department|producer,\N
nm1062080,Saket Chaudhary,\N,\N,director|writer,tt0480572|tt3302962|tt0249371|tt5764096
nm1062454,Hattori Kazuyasu,\N,\N,director,tt0182637
nm1062896,Ashim S. Samanta,\N,\N,director|producer|miscellaneous,tt4195276|tt0451614|tt0424339|tt1446055
nm1063072,Abbas Tyrewala,1984,\N,writer|music_department|soundtrack,tt0473367|tt0379370|tt0347473|tt0374887
nm1065099,C.P. Dixit,\N,\N,director|assistant_director,tt0359677|tt0357997|tt0359186|tt0298327
nm1066482,Vinay Sapru,\N,\N,director|actor|assistant_director,tt0449306|tt3595298|tt5255710|tt1620719
nm1067883,Nageshwara Rao Y.,\N,\N,director,tt0298500|tt0101742|tt0361506|tt1579535
nm1068905,Namrata Singh Gujral,1976,\N,actress|director|producer,tt1489877|tt1971310|tt2225858|tt0485185
nm10692442,Govind Moonis,\N,\N,director|music_department,tt0451901
nm1069826,Goutham Vasudev Menon,\N,\N,director|writer|producer,tt1602585|tt1609168|tt1180583|tt4258292
nm1069827,Meraj,\N,\N,assistant_director|director|actor,tt2858680|tt0215466|tt1773306|tt0379252
nm1070317,Digvijay Singh,1973,\N,director|writer|producer,tt1566409|tt0395692|tt0299027
nm10709714,Amit Singh,\N,\N,director,\N
nm1072561,Anant Balani,1962,2003,director|writer|producer,tt0382188|tt0385793|tt0102645|tt0348190
nm10734361,Manas Das,\N,\N,director,\N
nm1077277,N. Maharajan,\N,\N,director|writer,tt0264210|tt4516596|tt1265633|tt0300028
nm1077919,Kawal Sharma,\N,\N,director|writer|producer,tt2224282|tt0317641|tt0359657|tt0361772
nm1082555,Ashu Trikha,\N,\N,director|special_effects|writer,tt0445056|tt0813996|tt2941856|tt3640942
nm1084488,Umesh Shukla,\N,\N,writer|director|actor,tt6580564
nm1085096,Prashant Chadha,\N,\N,director|writer|editor,tt0814295|tt2033947|tt0301677|tt0995840
nm1086509,Satpal,\N,\N,assistant_director|director|camera_department,tt0359076|tt0359170|tt4622218|tt0354416
nm11026114,Danish Singh,\N,\N,director|writer,\N
nm11049751,Debamitra Biswal,\N,\N,director,\N
nm1107736,Yogesh Saxena,\N,\N,music_department|sound_department|director,tt1142320|tt0100095|tt0284137|tt0110076
nm1110074,Benny Mathews,\N,\N,director|writer|art_director,tt1122587|tt0829278|tt0306228|tt4396888
nm1110725,Prabhat Roy,\N,\N,director|writer|assistant_director,tt7351230|tt4772968|tt0363905|tt0363691
nm1112260,K. Subhash,\N,\N,director|writer|producer,tt2112124|tt0438875|tt0305951|tt1039989
nm1114391,Ravi Khanna,1929,\N,stunts|actor|assistant_director,tt0154685|tt0381157|tt0060689|tt0045529
nm1119681,S.V. Rajendra Singh,1948,\N,director|writer|producer,tt1392100|tt0307202|tt4193956|tt0359688
nm1121795,S.M. Abbas,\N,\N,writer|director|actor,tt0054302|tt0215827|tt0239452|tt0388913
nm1122077,Harsh Chhaya,1970,\N,actor|director|writer,tt1802133|tt0400977|tt7260848|tt5304172
nm1122396,Ajay Goel,\N,\N,assistant_director|director|producer,tt0359496|tt0404843|tt0816627|tt0246493
nm1123937,Rohit Roy,1968,\N,actor|producer|director,tt0249588|tt5460276|tt7236796|tt1907660
nm1126068,Meghna Gulzar,\N,\N,director|writer|assistant_director,tt7098658|tt4934950|tt4430212|tt0307866
nm1126884,Shomu Mukherjee,1943,2008,writer|producer|director,tt0257475|tt0187395|tt0111067|tt0359266
nm1126979,Rajshree Ojha,\N,\N,director|writer|producer,tt5207116|tt0307989|tt1252475|tt6437190
nm1128822,Manik Chatterjee,\N,\N,assistant_director|director|actor,tt0052411|tt0077609|tt0349122|tt0057332
nm1130698,Raj Tilak,\N,\N,actor|producer|director,tt0367595|tt0071307|tt3767372|tt0369746
nm1131933,Satyajit Bhatkal,\N,\N,director|writer|miscellaneous,tt0169102|tt2360717|tt0417528|tt1605790
nm1134580,Kashinath,\N,2018,actor|director|writer,tt1219317|tt8541250|tt10125812|tt0352133
nm1136880,Jatin Kumar,\N,\N,director,tt0366593|tt0309861|tt5216550|tt0437310
nm1137757,Jose Punnoose,\N,\N,producer|director,tt0317893|tt0309800|tt2459620
nm1139068,Akbar Khan,\N,\N,actor|director|producer,tt0356666|tt0175450|tt0328503|tt5269346
nm1142222,Amrit Nahata,\N,\N,director,tt0311401
nm1145655,Shirish Kunder,1973,\N,editor|writer|director,tt1918886|tt1024943|tt0347473|tt0456481
nm1147556,K.S. Adiyaman,\N,\N,director|writer,tt1640706|tt0430589|tt2081165|tt0453188
nm1149889,Raj Marbros,\N,\N,director|assistant_director|writer,tt0215267|tt0301240|tt0056232|tt1523412
nm1150018,V. Menon,\N,\N,director|writer|assistant_director,tt2677146|tt0364645|tt8281642|tt0274764
nm1150656,Remo D'Souza,\N,\N,miscellaneous|actor|director,tt3735246|tt7431594|tt5235880|tt4535650
nm1150959,Vipul Amrutlal Shah,\N,\N,producer|director|writer,tt0306434|tt1396208|tt0795434|tt2556308
