imdb_id,directors,writers
tt0338472,nm0612730|nm0762638,nm1371095
tt0338477,nm0201713,nm0201713|nm0080327|nm0802143|nm3168813
tt0338490,nm0474398,nm0474398
tt0338566,nm0576554,nm1242455
tt0338690,nm0788159,nm0415840
tt0338721,nm0223047,nm0223047|nm0403960
tt0338855,nm0474909,nm0451314|nm1031548
tt0338959,nm0787453,nm0795651
tt0338960,nm1021985,nm0474875|nm0792767
tt0339233,nm1018906,nm3909651|nm0451314|nm0755991|nm0787022
tt0339239,nm0046985,nm1272557|nm0592893
tt0339864,nm0613517,nm0765454
tt0339878,nm0013288,nm0442396
tt0339936,nm1272846,nm0333033|nm0442396
tt0339992,nm0410870,\N
tt0339993,nm0858235,nm1338988
tt0339998,nm1187736,nm0430799|nm0620786|nm1381505|nm2598150
tt0340090,nm1347461,\N
tt0340091,nm0849195,nm0435673|nm0713592|nm0849195
tt0340092,nm0611550,\N
tt0340112,nm0417562,\N
tt0340178,nm0223485,nm0442396|nm0661494
tt0340464,nm1277085,\N
tt0341266,nm0890060,nm1342923|nm1343477
tt0341455,nm0080235,nm1063072|nm0080235
tt0341458,nm0315912,nm1292374|nm0451168
tt0341496,nm1280563,\N
tt0341549,nm0409791,nm0442396|nm1007381|nm0661494
tt0341554,nm0474861,nm0474861
tt0341562,nm1055105,nm1055105|nm1320327
tt0341563,nm0781830,nm2129914|nm0713587|nm0713593
tt0341639,nm1278662,\N
tt0342624,nm0062614,nm0063357|nm2279043|nm1093059
tt0343048,nm0025603|nm0561360,nm0434318|nm9280050|nm9280062
tt0343850,nm0014180,\N
tt0344098,nm1077919,nm1338988|nm0442396
tt0344301,nm0300638,nm1599186|nm0841918
tt0345043,nm0803350,nm1298756|nm1300956|nm1258512
tt0345177,nm0802377,nm0159543|nm0802377
tt0346457,nm0576559,nm2832163|nm0223585|nm0438499
tt0346507,nm0438029,nm0080327|nm0333033|nm0415833|nm0438029
tt0346507,nm0438029,nm0080327|nm0333033|nm0415833|nm0438029
tt0346723,nm0592583,nm0592583|nm0080327|nm2279768|nm2285788|nm0415514
tt0346733,nm1300011,nm1398289|nm0796503
tt0346870,nm1301877,nm1221396|nm1301877
tt0347167,nm0788858,nm1100075
tt0347278,nm1223910,nm1223910|nm1179457|nm1330994
tt0347304,nm0012541,nm1145539|nm0424103
tt0347332,nm0764316,nm1356270|nm0764316
tt0347416,nm0244892,nm0244892|nm0244898
tt0347416,nm0244892,nm0244892|nm0244898
tt0347473,nm0007134,nm0007134|nm1063072|nm1646552
tt0347722,nm0539491,\N
tt0347779,nm1363374,nm1363374|nm1032084
tt0348078,nm2223387,nm0436804|nm1136699
tt0348172,nm0006659,nm0006659|nm0796503
tt0348258,nm0080278,nm0436382|nm0903423
tt0348521,nm1025280,nm1304578|nm0706861|nm1306274|nm0759785|nm1025280
tt0348644,nm0195934,\N
tt0348656,nm0754184|nm2177665,nm1339147|nm1339233|nm0754184
tt0348662,nm1397301|nm1667633,nm1665978|nm1493975|nm1084488
tt0348824,nm0782766,nm1182139|nm1182352
tt0348843,nm0768289,nm0080315|nm1145539
tt0349058,nm1310829,nm3066821|nm1310829|nm1360813
tt0349115,nm0894354,nm0333033|nm1300956|nm0576392
tt0349122,nm1128822,nm1088936
tt0349212,nm0707274,nm1376084|nm0707274|nm1575005
tt0349333,nm1210614,nm1387177|nm1186435|nm1063072
tt0349382,nm1347121,nm0097894
tt0349618,nm1224164,nm0434318|nm0765454
tt0349620,nm0660967,nm0999502|nm2236210|nm1182352|nm0792767
tt0349634,nm0080358,nm0080358|nm3013043|nm0729815
tt0349635,nm0451173|nm0417562,nm1261023|nm1031548
tt0349679,nm1323642,nm1323642|nm1361132
tt0349703,nm1334468,nm1571874|nm1334468|nm1059103|nm1466155|nm1179457
tt0349878,nm0070867,nm0864605|nm0952067
tt0350005,nm2223387,\N
tt0350030,nm0592588|nm2033549|nm2030810,nm0592588|nm2033549|nm2030810
tt0350177,nm1780730,\N
tt0350195,nm0714783,nm0438022|nm2011380|nm1864503|nm0883390
tt0350525,nm1314446,\N
tt0350604,nm0151504,nm0151504
tt0350613,nm0996320,nm0015287|nm1024196|nm0474875|nm7986510|nm1629116
tt0351126,nm0315912,nm1196064|nm0759785
tt0351552,nm0244876,\N
tt0351700,nm1275430,\N
tt0351714,nm5556806,nm0151300|nm0315905|nm0442395
tt0351790,nm0897200,nm1538238|nm1785769|nm1082205
tt0352314,nm1437189,nm1437189|nm1381758
tt0352457,nm0788391,\N
tt0352489,nm0670262,nm0670262|nm0864605
tt0352809,nm1319149,\N
tt0352830,nm1319205,nm1656334
tt0353351,nm0708913,nm2158602|nm1248468
tt0353555,nm0092555,nm0092555|nm1351748|nm1864503
tt0354416,nm1086509,nm0435673|nm0659760|nm1652170
tt0354503,nm0820232,\N
tt0354538,nm0223522,nm1339147|nm2236210|nm1339233|nm1182352
tt0354662,nm1328135,\N
tt0354671,nm0851253,\N
tt0355374,nm0151274,nm0151274
tt0357208,nm1007823,nm1007823|nm1063072
tt0357283,nm0838526,nm0838526|nm1100902
tt0357328,nm0854158,\N
tt0357433,nm1223594,nm9258571|nm0154123
tt0357451,nm1339221,nm0080418
tt0357467,nm0474775,\N
tt0357472,nm1339858,\N
tt0357533,nm0746937,nm4417800|nm0002695|nm0539599|nm1077938
tt0357602,nm1339261,nm0762779
tt0357610,nm0025611,\N
tt0357621,nm0025627,\N
tt0357627,nm1121795,\N
tt0357629,nm0802379,nm0310170
tt0357651,nm0411541|nm1339136,\N
tt0357691,nm0474840,\N
tt0357709,nm1340064,\N
tt0357710,nm0474840,\N
tt0357717,nm1065099,nm0049335|nm0347899
tt0357720,nm1187736,\N
tt0357742,nm0201897,\N
tt0357769,nm1586089,nm1586089
tt0357809,nm0576454,nm0023551|nm0576454
tt0357812,nm0795430,nm0596130
tt0357819,nm0836899,nm0471424
tt0357820,nm1065099,\N
tt0357826,nm1339788,\N
tt0357827,nm1338477,\N
tt0357879,nm1339776,nm1077938
tt0357882,nm1186384,nm1121795|nm0080432|nm2944577|nm1524886
tt0357890,nm0474840,\N
tt0357898,nm1222110,\N
tt0357926,nm1315895,nm2214083
tt0357964,nm0849200,\N
tt0358004,nm0788391,\N
tt0358020,nm0219939,\N
tt0358029,nm0482224,nm1538297|nm1569099|nm0310170|nm1359852
tt0358042,nm1339428,\N
tt0358043,nm0474879,nm3121231
tt0358053,nm0576491,\N
tt0358063,nm0781830,nm1618199|nm0315905|nm0713593
tt0358068,nm1031045,nm0415833|nm1522328
tt0358102,nm1191447,\N
tt0358108,nm0755420,\N
tt0358138,nm0151274,nm0151274|nm1376084
tt0358261,nm1203774,nm0451168|nm1203774
tt0358302,nm0787441,\N
tt0358613,nm1024505,nm1031548
tt0358926,nm0755420,\N
tt0358942,nm0836942,\N
tt0358950,nm0619054,nm0092555
tt0358960,nm0899649,\N
tt0358992,nm1347107,nm1551623|nm0795651
tt0359059,nm2247401|nm6970465,nm0434318
tt0359076,nm1086509,nm1567895
tt0359129,nm1347459,\N
tt0359135,nm0596008,nm1618199|nm0154123|nm0713593
tt0359143,nm1213991,nm1226230|nm1196064
tt0359151,nm1248288,nm0762779
tt0359157,nm0092555,\N
tt0359167,nm0858235,nm1174579|nm1226230|nm0796503
tt0359168,nm1207038,nm1207038|nm1637510
tt0359169,nm1207038,nm0052284|nm1914034|nm0333033|nm0410870
tt0359170,nm1086509,\N
tt0359266,nm1126884,nm1226230|nm0451168|nm0434318|nm1126884|nm3498698
tt0359309,nm0714783,nm0474883|nm1864503
tt0359325,nm1065099,\N
tt0359368,nm2172049,nm2172049|nm2169647
tt0359440,nm0788858,\N
tt0359442,nm0542478,nm0435477|nm1914446|nm1802892
tt0359444,nm0046985,nm0430799|nm0795652
tt0359457,nm1573395,nm0030116|nm0994884|nm0417558|nm0576488|nm0713592|nm1138093
tt0359473,nm0619054,nm0092555|nm0802143
tt0359492,nm0415833,nm0415833
tt0359512,nm1347228,\N
tt0359528,nm0416225,nm0416078
tt0359534,nm0411541,\N
tt0359544,nm0781830,nm0713593
tt0359549,nm0539491,nm1174579|nm0713592
tt0359552,nm0849195,nm0023551|nm0849195
tt0359565,nm0304369,\N
tt0359582,nm1335734,nm0713615
tt0359614,nm0802692,nm1174579|nm1226230|nm0434318
tt0359619,nm0795430,nm0596130
tt0359634,nm1345999,\N
tt0359657,nm1077919,nm1077919|nm0796503
tt0359677,nm1065099,nm1121795|nm0081980
tt0359684,nm1119681,nm0434318
tt0359685,nm0901135,nm0415833|nm3021234
tt0359687,nm1346631,\N
tt0359688,nm1119681,nm0434318|nm1802795|nm1119681
tt0359728,nm1018806,\N
tt0359738,nm0438030,\N
tt0359778,nm0756487,\N
tt0359808,nm0619777,nm9280062
tt0359830,nm0451394,\N
tt0359859,nm0300638,\N
tt0359867,nm0882772,\N
tt0359875,nm1160119,\N
tt0359876,nm0765039,nm0802143
tt0359960,nm1121795,\N
tt0359962,nm0619054,\N
tt0359965,nm0802692,nm0451168|nm1105866
tt0359967,nm1347461,\N
tt0359971,nm1347252,nm0244335|nm1174579|nm1226230|nm1245832
tt0359990,nm0788159,\N
tt0360051,nm0795430,nm0025569|nm0436386|nm0596130
tt0360145,nm1347252,nm1714668|nm0451314|nm1295045
tt0360170,nm0849200,\N
tt0360224,nm0151504,nm0151504
tt0360227,nm9280062,nm1007381|nm9280050|nm9280062
tt0360231,nm0451394,\N
tt0360233,nm1346840,\N
tt0360399,nm0858235,nm0858235
tt0360463,nm1164074,nm1164074|nm2152201
tt0360626,nm0611550|nm1356285|nm4335706,\N
tt0360693,nm3479561|nm1509947,nm0333033
tt0360712,nm1338320,\N
tt0360718,nm1339261,\N
tt0360791,nm0474868,nm2101803|nm2097095|nm2103545|nm0451168
tt0360894,nm1354219,\N
tt0360911,nm0802692,nm1174579|nm1226230|nm0434318|nm0707274
tt0361046,nm1220090,\N
tt0361061,nm0025617,\N
tt0361376,nm1355537,\N
tt0361505,nm0451211,nm1538297
tt0361508,nm0708001,nm7801998|nm0611473|nm3498698|nm7801999
tt0361515,nm0474840,nm1165295|nm1129275
tt0361532,nm0849195,nm1363035
tt0361601,nm1160119,\N
tt0361625,nm1354763|nm1356032,nm1354763|nm1356032|nm1482157
tt0361721,nm0762638,\N
tt0361746,nm0996945,\N
tt0361761,nm1207038,nm1207038|nm0451168
tt0361764,nm0997778,\N
tt0361770,nm1357853,\N
tt0361771,nm0862308,nm1338988
tt0361772,nm1077919,nm2101139|nm1657721|nm0451168|nm1077919
tt0361773,nm0802692,nm1105866|nm0795664
tt0361779,nm0474859,nm1088936
tt0361793,nm0971111,nm2910912|nm0081980|nm4446296
tt0361796,nm0710043,nm0451168|nm0762779
tt0361869,nm1062896,nm0620786|nm0713592
tt0361904,nm1207038,nm1207038|nm0451168|nm1272846
tt0361936,nm0837729,nm0707274
tt0361941,nm1207038,nm0025627|nm0765454|nm0796503
tt0361948,nm0015288,\N
tt0362023,nm0695175,nm0066074|nm0707274|nm1937411
tt0362056,nm1002422,nm3848201|nm1802432|nm3651888
tt0362057,nm1187736,\N
tt0362147,nm1752583,nm3197601
tt0362218,nm0836942,nm1351748
tt0362223,nm1339776,nm0052284|nm1513377
tt0362283,nm1030424,nm0062620|nm2840319|nm1207042
tt0362303,nm0762638,nm0030116|nm3035871|nm1768327|nm1652170
tt0362445,nm0862308,\N
tt0362674,nm1162601,nm0434318|nm1162601
tt0362696,nm0223606,nm0223606
tt0362771,nm1264481,nm1264481|nm1375524|nm1199935
tt0362797,nm0474903,\N
tt0362798,nm0836942,nm0445474|nm0713592|nm0836942
tt0362902,nm0474791,nm1178114|nm1394917
tt0362986,nm0474856,nm2149981|nm0430799|nm1575438
tt0362999,nm0304356,\N
tt0363000,nm1207038,\N
tt0363002,nm1356293,\N
tt0363170,nm1359064|nm2104585,nm0222422|nm0762779
tt0363196,nm0310216,\N
tt0363405,nm1328135,\N
tt0363406,nm1328135,nm1328135
tt0363407,nm0836942,\N
tt0363409,nm1055105,nm1195250|nm0700880|nm1320327
tt0363413,nm0700880,nm0700880|nm1320327
tt0363455,nm1540736,nm1014395
tt0363472,nm0201710,nm0201710
tt0363525,nm0836942,nm1785718|nm0713592|nm0836942
tt0363563,nm0708001,nm0347899|nm1347553
tt0363567,nm0613517,nm0434318|nm0664084|nm0664085
tt0363568,nm1363214,\N
tt0363583,nm0304356,nm0080432|nm0451168|nm3012310
tt0363634,nm1028138,\N
tt0363658,nm0897196,nm2117592
tt0363659,nm0474903,\N
tt0363666,nm7344577,nm0269778|nm0408526|nm0434318|nm0997828
tt0363691,nm1110725,nm1773638|nm1024196|nm1110725|nm1551878
tt0363698,nm0151546,nm0474883
tt0363721,nm1072561,nm0007131
tt0363730,nm0897196,nm2117592
tt0363732,nm0310216,nm0713592
tt0363735,nm1356293,nm0792767
tt0363739,nm0385758,nm1121795|nm0385760
tt0363747,nm0463315,\N
tt0363777,nm1126884,nm0434318|nm1126884
tt0363784,nm2577595,nm0451168|nm3767541|nm0759785|nm1768327
tt0363786,nm0882780,\N
tt0363787,nm1356293,nm1088936|nm0408526|nm0434318|nm0712432
tt0363810,nm1007581,nm0201927|nm0435477|nm1221396
tt0363832,nm0201897,\N
tt0363833,nm0482232,nm0482232
tt0363846,nm0802692,\N
tt0363851,nm0474903,\N
tt0363876,nm0474903,\N
tt0363887,nm0092555,nm0451168
tt0363896,nm1028138,nm0063357
tt0363914,nm1321189,\N
tt0363915,nm0836942,nm0030116|nm1539595|nm0713592|nm0836942
tt0363921,nm0438467,\N
tt0363967,nm1028138,nm1007381|nm6041902
tt0363972,nm0304356,\N
tt0363993,nm0025617,\N
tt0364039,nm0474903,\N
tt0364049,nm0836942,nm0713592|nm0836942
tt0364050,nm0430799,\N
tt0364112,nm0754776|nm1362694,\N
tt0364135,nm1363080,\N
tt0364232,nm0746373,\N
tt0364303,nm0631539,nm1656257|nm0269806|nm0631539|nm1201120
tt0364519,nm2581582,\N
tt0364551,nm0783995,nm0434318
tt0364555,nm1367916,\N
tt0364604,nm1267029,nm0310698|nm0348495|nm1428012|nm1179457
tt0364621,nm0062614,nm1597736|nm1242455
tt0364642,nm0795664,\N
tt0364720,nm0092555,\N
tt0366155,nm1376618,\N
tt0366182,nm0765873,nm0655802|nm0713592
tt0366276,nm0592803,nm0348015|nm0592803|nm1398739|nm0795661
tt0366295,nm1672050,\N
tt0366593,nm1136880,nm0024039|nm0063357
tt0366616,nm0802692,nm0765166|nm0841918
tt0366630,nm0451211,nm1209132|nm0451211|nm0659238|nm1242455
tt0366656,nm2298953,\N
tt0366658,nm2828859,nm1856840
tt0366696,nm2577595,nm0451168|nm1376084|nm2577595
tt0366739,nm0756487,nm0756487
tt0366761,nm0403967,nm1260771|nm0403967
tt0366880,nm0046985,nm0442396|nm1007381|nm0661494
tt0366928,nm0802692,nm3149561|nm1226230
tt0366939,nm1263094,\N
tt0366985,nm1200832,nm1200832
tt0367001,nm2147526,nm0310170
tt0367110,nm0332950,nm1351784|nm0332950|nm1343477|nm1342923|nm1004422|nm3392919|nm3633352|nm2209781|nm1022153
tt0367116,nm1871268,nm1871268
tt0367214,nm0670262,\N
tt0367546,nm1379836,nm1338988|nm0620786
tt0367595,nm1130698,\N
tt0367660,nm0084432,\N
tt0367661,nm0657168,\N
tt0367662,nm0592891,\N
tt0367674,nm0151274,\N
tt0367695,nm1488007,nm5007382|nm0310170
tt0367723,nm1121795,\N
tt0367918,nm1207055,nm3155531|nm1754517|nm1567895
tt0367919,nm1381068,\N
tt0367921,nm0385758,nm1121795|nm0385758|nm1129275
tt0367922,nm0084428,\N
tt0367927,nm0536899,nm0154117|nm2133954|nm0667948|nm0765166
tt0367928,nm1345841,\N
tt0368022,nm0304356,\N
tt0368068,nm0304356,\N
tt0368079,nm0451394|nm0595924,\N
tt0368194,nm1187736,nm0151300|nm1381505|nm2598150
tt0368231,nm0905562,\N
tt0368239,nm0873035,\N
tt0368243,nm0151274,\N
tt0368465,nm0593967,\N
tt0368580,nm0706800,nm0706800|nm0787022
tt0368811,nm1386952,nm1386952
tt0368825,nm7060527|nm1260347,\N
tt0369063,nm0592803,nm0592803
tt0369242,nm1356109,\N
tt0369260,nm0788158,\N
tt0369446,nm0802379,\N
tt0369516,nm0223485,nm1122442|nm1300956
tt0369595,nm0756487,nm1346631|nm0474913|nm0756487
tt0369637,nm1391682,nm1402184|nm1402904|nm1210960|nm0903423
tt0369746,nm1130698,nm0154123|nm0154133|nm0434318|nm1656295
tt0370087,nm0897196,nm2117592
tt0370090,nm1388795|nm1077919,\N
tt0370319,nm1393979,nm1393979
tt0370383,nm1030405,\N
tt0370392,nm0536899,\N
tt0370467,nm1394847,\N
tt0370468,nm1466369,\N
tt0371558,nm5556806,nm0023551|nm0451099|nm0713592
tt0371631,nm1398346,nm1221396
tt0371735,nm0698184,nm0698184|nm0903423
tt0371775,nm1177989,\N
tt0371809,nm0862308,nm0994884|nm1338988
tt0371908,nm0695175,\N
tt0371922,nm1397301,nm1242250
tt0371932,nm1398346,\N
tt0372038,nm0905561,nm4761382|nm0905562
tt0372152,nm0781830,nm0097894
tt0372448,nm0820232,nm1714668|nm1275836|nm0471424
tt0372790,nm0201837,\N
tt0373041,nm0066918,\N
tt0373683,nm1485901,nm7795321
tt0373778,nm0894340,nm1351748|nm1767605
tt0373790,nm0595924,nm0592588|nm2030810|nm0713592
tt0373800,nm1224934,\N
tt0373814,nm1541179,nm0403826|nm4822122|nm4822934|nm1541179|nm1376618
tt0373856,nm0422552,nm0422552
tt0373887,nm0066918,\N
tt0373891,nm0595924,nm0445474|nm2879772|nm0713592
tt0373935,nm0474909,\N
tt0373959,nm1151372,\N
tt0374016,nm1339261,nm0755991|nm1360741|nm1969382
tt0374033,nm0474840,nm0474840
tt0374039,nm0862308,nm0222218|nm1338988|nm0415838
tt0374066,nm0592891,nm1077938
tt0374079,nm1347228,\N
tt0374115,nm1338988,nm1338988|nm1618283
tt0374146,nm0756487,nm1541002|nm0756487
tt0374154,nm0788880,\N
tt0374271,nm0442479,nm1220246|nm0415833
tt0374310,nm1077919,\N
tt0374660,nm0080333,nm0080315|nm0223475|nm1258512
tt0374848,nm1154600,nm5485355|nm0221218
tt0374887,nm0386246,nm0006765|nm0386246|nm1557876|nm1063072
tt0375021,nm1414949,nm1257497|nm1416361|nm3373865
tt0375611,nm0080220,nm0080220|nm1818188|nm1165501
tt0375733,nm1421399,nm1421399
tt0375791,nm0223485,nm0063357|nm1054963
tt0376071,nm0304369,nm1538297
tt0376080,nm1248879,nm0080327
tt0376158,nm1028138,\N
tt0376182,nm0092555,nm0092555
tt0376483,\N,\N
tt0376620,nm1160075,\N
tt0376621,nm0904505,\N
tt0376768,nm1203774,nm2556010|nm0430799|nm1203774
tt0376884,nm1018906,\N
tt0376886,nm0025603,nm6842653
tt0376887,nm0802692,\N
tt0377126,\N,nm3128043
tt0377131,nm0438494,nm0438494|nm0788916|nm0795661
tt0377340,nm0080333,nm0080327|nm0080333|nm0223475|nm0240882
tt0377496,nm1550903,\N
tt0377632,nm0957168,nm4830356|nm1221568|nm4830473|nm4830466
tt0377636,nm1151372,nm0011996|nm0044340|nm0154158|nm0474906
tt0377738,nm0788159,nm1088936|nm2609951|nm0434318|nm0474909
tt0377845,nm1194317,nm0066074|nm0430799|nm0538297|nm1637522
tt0378025,nm1436449,nm1436449|nm0802132
tt0378068,nm1586089,\N
tt0378069,nm0046985,\N
tt0378071,nm7113817,nm0417558|nm0436804|nm0438653|nm0442657|nm0755997|nm0795652
tt0378072,nm0463316,nm1893457|nm0463316
tt0378073,nm5445941,\N
tt0378156,nm0710211,\N
tt0378157,nm0151504,nm0784044
tt0378281,nm0195934,nm0718764
tt0378343,nm0788159,\N
tt0378350,nm1160119,\N
tt0378619,\N,\N
tt0378633,nm1030405,\N
tt0378751,nm0890320,nm0536706|nm0592599|nm1996654|nm1077938
tt0378820,nm0080360,nm2276231
tt0379166,\N,\N
tt0379167,nm1467554,nm0705556
tt0379246,nm0787441,\N
tt0379249,nm0430782,\N
tt0379250,nm0014180,nm1206432|nm0451168|nm0434318|nm1376084|nm1847933
tt0379253,nm0746937,nm0592588|nm0707274|nm1077938
tt0379299,nm0788391,nm1129275|nm0788391
tt0379370,nm0080235,nm1063072|nm0080235|nm0000636
tt0379375,nm1162002,nm1162002
tt0379504,nm0714783,nm1563127|nm2914196
tt0379550,nm0794981,\N
tt0379818,nm0802725,nm1445297|nm0802725
tt0380337,nm1072561,\N
tt0380384,nm1409943,\N
tt0380660,nm0708001,\N
tt0381038,nm1186384,nm0424102
tt0381079,nm0814343,nm0080432|nm0434318
tt0381138,nm0592891,nm1245610
tt0381142,nm1996654,\N
tt0381157,nm1114391,\N
tt0381313,nm0304356,\N
tt0381319,nm0304369,\N
tt0381321,nm6504950,\N
tt0381408,nm1235947,nm1272557|nm2167702
tt0381521,nm0080191,\N
tt0381585,nm1522422,\N
tt0381951,nm0849200,\N
tt0382188,nm1072561,nm1072561
tt0382383,nm0711745,nm0440604|nm0711745
tt0382385,nm1460159,nm0080327|nm0796503|nm1242455
tt0382527,nm0787911,nm8701268
tt0382604,nm1556111,nm1248468
tt0382770,nm0905561,nm0795429
tt0382771,nm1494435,\N
tt0382825,nm1525266,nm1351748
tt0383719,nm0151504,\N
tt0383875,nm1021985,nm0222147|nm2228352
tt0383877,nm1471855,\N
tt0383975,nm0592803,nm1072561|nm0837000|nm0592803|nm1618886
tt0384074,nm1119681,nm0080432|nm0434318
tt0384216,nm1634367,\N
tt0384220,nm0151546,\N
tt0384403,nm1347252,nm2039286|nm0802143
tt0384491,nm1473010,nm1473010|nm1473658
tt0384608,nm1493317,nm0534848
tt0384822,nm2161908,nm2161908
tt0384924,nm0907436,\N
tt0385351,nm1475657,\N
tt0385559,nm0787911,\N
tt0385655,nm0474859,nm1022269
tt0385782,nm0080333,nm0080315|nm0223475
tt0385793,nm1072561,nm1072561|nm1122442|nm0795651
tt0385978,nm4788557,\N
tt0385982,nm0474861,\N
tt0386326,nm0944928,\N
tt0386499,nm1482161,nm1481242|nm1482161
tt0386543,nm1506406,\N
tt0386551,nm0788391,\N
tt0386556,nm0849200,\N
tt0386567,nm1586089,\N
tt0386585,nm1339049,\N
tt0386586,nm1488355,\N
tt0386664,nm1315895,nm1810659|nm1315895
tt0387009,nm0794981,\N
tt0387050,nm1186384,\N
tt0387164,nm1462820,nm1462821|nm1538581
tt0387566,nm0659849,\N
tt0387678,nm1492802,nm4413656|nm1492802|nm1958399
tt0387692,nm0046985,\N
tt0387989,nm0527453,nm0440604|nm1356270
tt0388315,nm1514776|nm0039724,nm1513173|nm1339147|nm1339233|nm0463313|nm2963055
tt0388387,nm2223387,nm0436804|nm0474869
tt0388389,nm1515496,\N
tt0388499,nm0474903,nm4792127
tt0388554,nm1163386,\N
tt0388748,nm1160075,\N
tt0388768,nm0802688,nm0424102
tt0388822,nm1338734,\N
tt0388907,nm0904505,\N
tt0388913,nm1121795,nm1121795|nm0030116|nm4101385|nm0416078|nm4102338|nm0576488|nm4102249
tt0389067,nm1158077,\N
tt0389168,nm1338734,\N
tt0389351,nm0097870,\N
tt0389433,nm0080191,\N
tt0389440,nm0788391,\N
tt0389551,nm0757398,\N
tt0389551,nm0757398,\N
tt0389726,nm3058370,nm1520918
tt0389759,nm0304369,nm3498698|nm1845773
tt0390035,nm1347228,\N
tt0390139,nm0814343,nm0080432|nm0434318
tt0390152,nm0708001,\N
tt0390405,nm0474903,\N
tt0390473,nm1347228,nm0434318|nm1347228|nm0795652
tt0390614,nm1150959,nm0438089
tt0390651,nm0897200,\N
tt0390653,nm0905561,nm3474970|nm0905562
tt0390654,nm0147203,nm0147203
tt0390657,nm1110725,nm1351748
tt0390666,nm0151274|nm0695262,\N
tt0390667,nm0710043,nm1351748
tt0390669,nm0787457,\N
tt0391079,nm2223387,nm1185046|nm2223387
tt0391165,nm1516005,nm1279922|nm1516005|nm1516043
tt0391187,nm1519296,\N
tt0391274,nm0223485,nm0080327|nm1122442|nm0795651
tt0391399,nm0802375,\N
tt0391547,nm0474848,nm0052284|nm1780035
tt0391550,nm1513884,\N
tt0391553,nm1512953,\N
tt0391555,nm0787429,\N
tt0392033,nm1370646,\N
tt0392187,nm1515024,nm0611971
tt0392188,nm0747194,\N
tt0392193,nm1515496,\N
tt0392360,nm0471452,\N
tt0392784,nm0474840,\N
tt0392803,nm0788391,\N
tt0392826,nm0046985,\N
tt0392950,nm1523844,nm1219722|nm1523844|nm1524768
tt0395434,nm0707856,nm1338988
tt0395453,nm1134580,nm0408526|nm0440560|nm0713592
tt0395463,nm1954247,nm1022269
tt0395464,nm1541299,nm0718764
tt0395519,nm0300638,nm1538238|nm0244335|nm0765454
tt0395559,nm0416225,\N
tt0395602,nm0707274,\N
tt0395609,nm1541376,\N
tt0395614,nm1018906,\N
tt0395647,nm1522422,\N
tt0395668,nm1002422,nm0994884|nm0463313|nm0474883|nm0006182|nm1620221|nm1022269
tt0395675,nm0220828|nm0576479,\N
tt0395702,nm0474861,\N
tt0395715,nm0814343,nm0080432|nm1082205|nm1533033|nm1417178
tt0395743,nm0757398,\N
tt0395746,nm1541562,nm2419786
tt0395748,nm1443927,\N
tt0395779,nm0474909,\N
tt0395802,nm0802143,nm0802143
tt0395827,nm0092555,nm0092555
tt0396044,nm0437792,\N
tt0396057,nm1541375,nm1541375
tt0396199,nm1543900,\N
tt0396255,nm1226506,nm1635519|nm1066221|nm1182139
tt0396553,nm1541013,\N
tt0396563,nm0013158,nm0013158
tt0396690,nm0007131,nm0080432|nm0223585|nm0007131|nm0323153
tt0396768,nm0195934,nm2142227|nm0718764
tt0396782,nm1394996,nm1394996|nm0440604
tt0396805,nm1328135,nm1568760|nm1328135
tt0397551,nm1552541,nm1550377|nm0553843|nm0787447
tt0397742,nm1556111,\N
tt0397743,nm0623320,\N
tt0397882,nm0788858|nm2581582,nm1100075
tt0397941,nm1193115,nm1193115
tt0398113,nm1494435,nm2059208
tt0398128,nm2033549,nm0792767
tt0398134,nm0025627,nm1196064
tt0398170,nm0080333,\N
tt0399530,nm0894355,nm0580345|nm0713592|nm0836942
tt0399911,nm0592588|nm2033549|nm2030810,\N
tt0399942,nm0080324,nm0080315|nm1802540|nm1145539
tt0400234,nm0440604,nm0440604|nm1583746|nm0592795
tt0400365,nm1150018,nm1024196
tt0400565,nm1347228,nm0410870|nm1347228
tt0400571,nm5437013,nm2310278
tt0400577,nm1263094,\N
tt0400584,nm2155722,nm0786034
tt0400617,nm0782766,nm1182352|nm0792767
tt0400830,nm1069827,\N
tt0402178,nm1595330,\N
tt0402606,nm0474909,nm0442396|nm0451168|nm0661494
tt0402739,nm1328135,\N
tt0402741,nm1519318,\N
tt0402796,nm1203918,\N
tt0403276,nm0592588|nm2033549|nm2030810,nm0592588|nm2033549|nm2030810
tt0403935,nm0222150,nm6859370|nm0222150|nm1209132
tt0404097,nm1520493,\N
tt0404537,nm0894346|nm2936175,nm0333033|nm0442396|nm0661494|nm0759785
tt0404797,nm1203774,nm2589174
tt0404806,nm0195934,\N
tt0404843,nm1122396,nm0762779
tt0405046,nm1587254,nm1072561|nm1586261|nm1587301
tt0405266,nm0315916,nm0315916|nm0377958
tt0405499,nm1207038,\N
tt0405507,nm1397301,nm1397301|nm1749035
tt0405508,nm1018493,nm1028832|nm1149334|nm1018493|nm0659238
tt0405722,nm0083208,nm0083208
tt0405852,nm0014180,nm0014180|nm1853570|nm1376084
tt0405856,nm1160119,nm2188088|nm1160119
tt0405864,nm0046985,\N
tt0405873,nm1363080,\N
tt0406977,nm0409791,nm1179457|nm1571874
tt0407274,nm1622140,\N
tt0408695,nm1345841,nm0097894
tt0408734,nm0755420,\N
tt0408735,nm1368022,\N
