crew_id,name,born_year,death_year,profession,known_for
nm1479356,Mirza Ghalib,1797,1869,soundtrack|music_department|writer,tt0411469|tt0137958|tt1623662|tt0216000
nm1480671,Yogesh Bharadwaj,\N,\N,director|writer|assistant_director,tt5822288|tt0459133|tt0385564|tt0118751
nm1480864,J.P. Chowksey,\N,\N,writer,tt1729637|tt0386121
nm1481242,Saagar Gupta,\N,\N,writer|producer|art_director,tt4440690|tt6028796|tt0818705|tt0286576
nm1482157,Mohit Rajhans,\N,\N,writer|director|actor,tt0387079|tt0387125|tt0361625|tt0478500
nm1482161,Sridhar Rangayan,\N,\N,director|writer|producer,tt0999927|tt6028796|tt1151299|tt4440690
nm1487785,Pachhi,\N,\N,actor|producer|director,tt2693662|tt0430232|tt0061366|tt2613668
nm1488278,Kuldeep Sehgal,\N,\N,producer|writer,tt0212870|tt0373800|tt0414506|tt0139581
nm1492802,Shashanka Ghosh,\N,\N,director|producer|actor,tt10955452|tt0387678|tt5842616|tt1176911
nm1493315,G.M. Kumar,\N,\N,writer|actor|director,tt0155928|tt0155646|tt0090575|tt0319008
nm1493975,Anurag Prapanna,\N,\N,writer|actress,tt1017456|tt0477252|tt0348662|tt1020978
nm1504569,Madhusudan,\N,\N,writer|director,tt0449923|tt0067555|tt0128962
nm1513173,Rakesh Bakshi,\N,\N,writer|assistant_director,tt0765819|tt0248617|tt0388315
nm1513377,Mahendra Bohra,\N,\N,writer|producer,tt3064584|tt0362223
nm1514492,Hargobind Duggal,\N,\N,producer|writer|director,tt0259214|tt0234700|tt0064244|tt0374114
nm1515299,Ashwini Malik,\N,\N,writer|director|producer,tt1472036|tt1663695|tt8157626|tt9772776
nm1516005,Imtiaz Punjabi,\N,\N,director|writer,tt3038662|tt0391165|tt7762818
nm1516043,Praveen Raj,\N,\N,writer|animation_department|actor,tt2556058|tt1656171|tt0391165|tt0108329
nm1519338,Mahendra Pran,\N,\N,assistant_director|director|writer,tt0322814|tt0156444|tt0392809|tt0177498
nm1520918,Kamal Pandey,\N,\N,writer|actor,tt6352990|tt7469726|tt0389726|tt1828289
nm1522328,B. Bala Murugan,\N,\N,writer|cinematographer|director,tt3415116|tt0925058|tt0154415|tt0175590
nm1522359,Manoje Basu,\N,\N,writer,tt0157729|tt2459170|tt0237537|tt0082796
nm1522422,Jagdev Bhambri,\N,\N,actor|director|producer,tt6146716|tt0497376|tt0395647|tt0381585
nm1523747,Hatem Khraiche,1976,\N,writer|director,tt3469798|tt1772250|tt2304493|tt2093270
nm1523844,G. Krishna,\N,\N,writer|director|miscellaneous,tt2249388|tt0392950|tt0214178
nm1524147,Anil Mattoo,\N,\N,director|writer|assistant_director,tt0453367|tt0250122|tt2760790|tt2619994
nm1524768,Sana Yadi Reddy,\N,\N,writer,tt0392950
nm1524886,Sarshar Sailani,\N,1969,writer,tt0053637|tt0045529|tt0320100|tt0229952
nm1525269,Aku Akbar,\N,\N,director|assistant_director|writer,tt0371924|tt0982875|tt1530891|tt4712628
nm1526222,Santosh Shah,\N,\N,actor|writer|location_management,tt0073458|tt0075747|tt0082594
nm1532688,Pinisetty,\N,\N,writer,tt0050956|tt1626202
nm1532756,Aziz Quaisi,\N,\N,writer|music_department|miscellaneous,tt0102119|tt0071730|tt0068255|tt1227152
nm1532779,Naman Ramachandran,\N,\N,writer,tt3055378|tt0395692|tt5240748
nm1532889,Omkar Sahib,\N,\N,writer,tt0175450|tt0290685|tt0052217|tt0053791
nm1532978,Waris Shah,\N,\N,writer|music_department|soundtrack,tt0244532|tt1599302|tt0318385|tt1620501
nm1533033,Balbir Singh,\N,\N,assistant_director|writer|actor,tt0395715|tt0060104|tt0309005|tt0390139
nm1536608,Rahul Seth,\N,\N,music_department|soundtrack|writer,tt1016177|tt1773109|tt1934423|tt1114725
nm1536866,Kapil Kaustubh Sharma,\N,\N,actor|writer|director,tt9084978|tt7779818|tt3959526|tt9571172
nm1537744,Akhtar Hussain,\N,\N,writer,tt0156923|tt0369272|tt0268216
nm1538135,Danish Aslam,\N,\N,director|writer|assistant_director,tt0367110|tt1578261|tt0439662|tt7807324
nm1538238,Rajkumar Bedi,\N,\N,writer|director,tt0155997|tt0104607|tt0464969|tt0395519
nm1538297,Kaushal Bharati,\N,\N,writer|director,tt0398320|tt0275363|tt0069871|tt0361505
nm1538581,Sanjay Chauhan,\N,\N,writer|actor|miscellaneous,tt1620933|tt0387164|tt2073070|tt1805263
nm1539021,Hamza Faruqui,\N,\N,music_department|soundtrack|writer,tt1179781|tt1600439|tt1221133|tt1606162
nm1539534,Muhafiz Hyder,\N,\N,writer,tt0137341
nm1539594,Kassim Jagmagia,\N,\N,producer|miscellaneous|writer,tt1787988|tt0292490|tt0461936|tt1285241
nm1539595,Jehan Nayyar,\N,\N,writer|miscellaneous,tt0075653|tt0079221|tt0359186|tt0363915
nm1539653,Ramma Johar,\N,\N,writer,tt0231763|tt0232166
nm1539748,Ashok Kaul,\N,\N,miscellaneous|director|writer,tt0117374|tt0940893|tt0419499|tt0121352
nm1539812,Shankar Kinagi,\N,\N,writer|assistant_director|miscellaneous,tt0158246|tt1431299|tt1446180|tt0054910
nm1540480,Sandip Mukherjee,\N,\N,editorial_department|assistant_director|director,tt0214519|tt0270219|tt0244623|tt0079221
nm1540948,B. Radhakrishna,\N,\N,producer|writer|miscellaneous,tt0157953|tt0158246|tt0062177
nm1540953,Kalim Rahi,\N,\N,writer,tt0173369|tt0494924
nm1540958,Rajvansh,\N,\N,writer|production_manager,tt0246261|tt0427400|tt0052736
nm1541002,Shivaji Rathore,\N,\N,writer|actor|assistant_director,tt0053035|tt0135168|tt0374146|tt0497376
nm1541014,G.L. Rawal,\N,\N,writer|music_department|soundtrack,tt0371636|tt0290393|tt0056998|tt0232107
nm1541179,Chander Saigal,\N,1960,director|writer|assistant_director,tt0148842|tt0373814
nm1541375,Mohan Singh Rathor,\N,\N,writer|director,tt0396057
nm1546957,Manish Gupta,\N,\N,director|producer|writer,tt1963638|tt0483701|tt0397469|tt5060132
nm1547713,Bobby,\N,\N,writer,tt2924472|tt1821682|tt2939912|tt1815633
nm1550377,Brad Listermann,\N,\N,producer|writer,tt2282390|tt0397551
nm1550599,Adi Marzban,\N,\N,writer,tt0054302|tt0453802|tt0325157
nm1551176,Vithalbhai Patel,\N,\N,music_department|soundtrack|writer,tt0156014|tt0069810|tt0266333|tt0215338
nm1551475,Ramarao,\N,\N,actor|writer,tt2787104|tt0062640|tt6025224|tt7294534
nm1551623,Devjyoti Roy,\N,\N,writer,tt0358992|tt0101244|tt1281960
nm1551680,Omar Khayyam Saharanpuri,\N,\N,writer|miscellaneous,tt0260838|tt0253618|tt0260494|tt0260947
nm1551865,Shamanna,\N,\N,writer,tt0062640
nm1551878,S.B. Sharma,\N,\N,writer|assistant_director|actor,tt0262446|tt0284056|tt0363691|tt0156052
nm1552261,Nithiwat Tharatorn,\N,\N,director|writer|actor,tt0399040|tt0880477|tt6293422|tt3500528
nm1557876,Lajan Joseph,\N,\N,writer,tt0845492|tt0374887
nm1559999,Vaali,1931,2013,music_department|soundtrack|actor,tt0479651|tt0097416|tt0449951|tt3741834
nm1562372,Janardhan Muktidoot,\N,\N,miscellaneous|writer,tt0056232|tt0302479|tt0135647|tt0358147
nm1562798,F.U. Ramsay,\N,\N,miscellaneous|producer|writer,tt0259854|tt0259877|tt0133188|tt0252385
nm1563055,Om Dogra,\N,\N,writer,tt0391833|tt0135399
nm1563127,Raj Baldev Raj,\N,\N,writer|assistant_director|actor,tt0213475|tt0139157|tt0246286|tt0072026
nm1567895,Akhtar Romani,\N,\N,music_department|writer|soundtrack,tt0359076|tt0239452|tt0232081|tt0231847
nm1568120,Bihari Masand,\N,\N,writer|producer,tt0302479
nm1568319,Kannan Iyer,\N,\N,writer|actor|director,tt0118931|tt2406676|tt1170411|tt8364658
nm1568626,Vivek Apte,\N,\N,writer|soundtrack,tt1216279|tt1527595|tt0216707
nm1568760,Bashir Babar,\N,\N,writer|director|actor,tt2669258|tt0490417|tt0497915|tt1027835
nm1568838,Madhuri Banerjee,\N,\N,writer|assistant_director|producer,tt0248617|tt3619772|tt11134856
nm1569090,R. Bhatnagar,\N,\N,writer|miscellaneous,tt0060104|tt0148706
nm1569099,Shashi Bhushan,\N,\N,writer,tt0069711|tt0077789|tt0082644|tt0358029
nm1570338,Smt. Jeevanprabha M. Desai,\N,\N,writer,tt0177473|tt0176105|tt0148691|tt0085361
nm1571874,Tushar Hiranandani,\N,\N,writer|miscellaneous|director,tt0813540|tt8108206|tt1980986|tt5235880
nm1574172,Rajatesh Nayyar,\N,\N,assistant_director|director|writer,tt0293342|tt1224454|tt0218533
nm1574855,Surendra Prakash,\N,\N,writer,tt0356770|tt0069711|tt0107777
nm1575005,Pushpa Raj,\N,\N,writer|sound_department,tt0349212|tt0089194|tt0187043
nm1575062,Sourabh Ratnu,\N,\N,writer|actor|assistant_director,tt0248617|tt1784589|tt4699202|tt0215196
nm1575071,Ruhi Rawail,\N,\N,writer|costume_designer,tt0266456|tt0115484
nm1575438,Raju Saigal,\N,\N,writer|director,tt0114225|tt1369669|tt2620202|tt0286707
nm1575772,Shaiwal,\N,\N,writer,tt0119720|tt3449292|tt3792886
nm1575792,N.N. Sharma,\N,\N,writer,tt0246413
nm1575793,Pushpa Sharma,\N,\N,writer|actress|producer,tt7692602|tt0075669|tt0373683|tt0213611
nm1575936,M. Sindhuraj,\N,\N,writer,tt1511437|tt8962486|tt1630255|tt0319841
nm1576124,Amitabh Srivastava,\N,\N,actor|writer,tt0222012|tt0294264|tt1190894|tt2213054
nm1576953,Shashikant Verma,\N,\N,assistant_director|writer,tt1224454|tt0293342|tt0218533|tt4567602
nm1576990,Kunal Vijaykar,\N,\N,actor|director|writer,tt1166100|tt0402014|tt1634329|tt0265148
nm1576991,Vikramaditya,\N,\N,writer,tt0079236
nm1578646,Ram Kumar,\N,\N,writer,tt0052051|tt0158827
nm1583603,Pankaj Advani,\N,2010,writer|director|editor,tt1080568|tt1784715|tt0110222|tt1252614
nm1583746,Hussain Zaidi,\N,\N,writer,tt0400234|tt3469244|tt2301155
nm1584874,B.K. Dutt,\N,\N,writer,tt0293589
nm1586089,Maruti,\N,1981,actor|director|writer,tt0215898|tt0378068|tt0386567|tt0357769
nm1586261,Chinton Mokashi,\N,\N,writer,tt0405046
nm1586798,Sanjeev Reddy,\N,\N,writer|director|assistant_director,tt0338477|tt4512266|tt1579625|tt2188805
nm1587103,Acharya Chatursen Shastry,\N,\N,writer,tt0158585
nm1587142,Bachoobhai Shukla,\N,\N,writer|assistant_director,tt0213705|tt0213447
nm1587301,Sudhindra Subhash,\N,\N,writer,tt0405046|tt0267928
nm1588355,N. Govindankutty,\N,\N,actor|writer,tt0279309|tt0215023|tt0317893|tt0282114
nm1597736,Pathik Vats,\N,\N,writer,tt0779768|tt0200087|tt1252562|tt0364621
nm1598284,Sandhya Gokhale,\N,\N,writer|assistant_director|director,tt11207354|tt1560171|tt0451850|tt0109010
nm1598874,Vikram Chopra,\N,\N,miscellaneous|director|writer,tt0109010|tt0456413|tt5943306|tt0326600
nm1599186,Zaheer D. Lari,\N,\N,writer|director|assistant_director,tt0364688|tt0344301|tt0262527|tt0254437
nm1599403,Raj Purohit,\N,\N,director|writer|editor,tt2976172|tt4010306|tt0109010
nm1611837,Ratna Rajaia,\N,\N,writer,tt0255112
nm1618199,Shahid Akberpuri,\N,\N,writer,tt0358063|tt0359135
nm1618268,Asgar Mirza,\N,\N,writer,tt0077596
nm1618283,Dharam Veer Ram,\N,\N,writer|actor,tt0363632|tt0290839|tt1565053|tt0374115
nm1618284,Arjun Ramsay,\N,\N,assistant_director|writer|editor,tt0260411|tt0260303|tt0260494|tt0133188
nm1618867,Jagrat Desai,\N,\N,actor|writer|assistant_director,tt1696191|tt0366276
nm1618885,Chetana Kowshik,1975,\N,assistant_director|writer,tt1166100|tt1395025|tt3447364|tt3322420
nm1618886,Swanand Kirkire,\N,\N,music_department|soundtrack|actor,tt0456144|tt2213054|tt2082197|tt1187043
nm1618908,Arshad Parvez,\N,\N,assistant_director|actor|writer,tt0100816|tt0102825|tt0106725|tt0301231
nm1619992,Rahila Mirza,\N,\N,miscellaneous|writer|producer,tt1105733|tt1605778|tt0347473|tt0451850
nm1620221,Shaily Shailendra,\N,\N,music_department|soundtrack|actor,tt0395668|tt0073236|tt0376886|tt1091229
nm1620490,Moira Buffini,1965,\N,writer|producer|director,tt1229822|tt1531901|tt5761478|tt1486190
nm1627216,Noor Dewasi,\N,\N,music_department|actor|soundtrack,tt0105007|tt0177486|tt0213773|tt0382825
nm1628153,Anand Gandhi,1980,\N,writer|producer|director,tt1124322|tt0410521|tt8239946|tt1773764
nm1628278,Mukta Ghai,\N,\N,producer|writer,tt0214707|tt0123102|tt1206283|tt0091328
nm1628299,Umesh Kalbagh,\N,\N,assistant_director|writer|miscellaneous,tt0097045|tt0152080|tt0157540
nm1628361,Ramachandra Shelke,\N,\N,writer,tt0255543
nm1628390,Hari Zutshi,\N,\N,writer,tt0244741
nm1629116,Shabah Shamsi,\N,\N,assistant_director|writer|director,tt0350613|tt0466367|tt0250122|tt0453367
nm1629676,Badrinath,\N,\N,assistant_director|actor|writer,tt0064086|tt0059445|tt0361771|tt0175908
nm1633120,Janak,\N,\N,writer|actor,tt0814295|tt0405138|tt0482037|tt1369669
nm1633551,Karan Malhotra,\N,\N,assistant_director|director|writer,tt0347473|tt0449994|tt1849718|tt0367110
nm1633565,Ved Prakash,\N,\N,assistant_director|writer|actor,tt0133024|tt4270888|tt4358192|tt0845448
nm1635519,Babu Latiwala,\N,\N,writer|producer,tt0396255|tt0395802
nm1636742,Leena Yadav,1971,\N,director|producer|writer,tt3043252|tt1183917|tt8772898|tt0409527
nm1637510,Mahesh Rawat,\N,\N,writer|assistant_director,tt0313495|tt0242314|tt0076177|tt0359168
nm1637522,Makhan Singh,\N,\N,assistant_director|writer|music_department,tt0442610|tt0377845|tt0073034|tt0370114
nm1642759,Prasanna,\N,\N,writer|assistant_director,tt0185335|tt0117099
nm1642763,Ali Shah,\N,\N,assistant_director|actor|writer,tt1620719|tt0476888|tt1188982|tt1372266
nm1644024,Indira,\N,\N,writer,tt0172170
nm1644474,Anup Kurian,\N,\N,director|writer|producer,tt0415144|tt2009592
nm1646458,R.K. Bannerjee,\N,\N,writer|director,tt0284081|tt0298327|tt1225875
nm1646552,Rajesh Saathi,\N,\N,writer,tt0347473
nm1646570,Priya V.,\N,\N,assistant_director|director|writer,tt9747276|tt0382383|tt1509809|tt0164538
nm1652163,Bobby Nair,\N,\N,writer,tt0415943
nm1652170,V.K. Sharma,1949,\N,actor|writer|director,tt0284458|tt0453379|tt0354416|tt0362303
nm1655159,Sumit Nijhawan,\N,\N,actor|writer,tt2150177|tt2554042|tt0473310|tt1242843
nm1656257,G.P. Deshpande,\N,\N,writer,tt0364303
nm1656285,Muhammad Ishaq,\N,\N,miscellaneous|writer,tt3904154|tt0416890
nm1656295,Renu Khanna,\N,\N,writer,tt0369746
nm1656334,Arshad Sayed,\N,\N,writer|director,tt1288638|tt1943898|tt0860454|tt1016177
nm1656348,Ratilal Thakar,\N,\N,assistant_director|miscellaneous|director,tt9383302|tt0242760|tt0233227|tt0045524
nm1656504,Shatrujit Paul,\N,\N,producer|writer|director,tt0213879|tt0072632|tt0207320
nm1657721,Raaj Jallandhary,\N,\N,writer|music_department,tt0361772|tt0366593
nm1657901,Shor Niyazi,\N,\N,writer,tt0139107
nm1661901,Ranjan Roy,\N,\N,writer,tt0246315|tt0089952
nm1662213,Shashi Ranjan,\N,\N,actor|director|producer,tt4651394|tt0430030|tt1238735|tt0454461
nm1665004,Imtiaz Ali,1971,\N,writer|director|actor,tt1839596|tt1275863|tt1093370|tt2980794
nm1665339,Pranay Narayan,\N,\N,actor|writer|assistant_director,tt0400234|tt3405236|tt1954470|tt0331256
nm1665362,Ajit Pal Mangat,\N,\N,actor|director|writer,tt0157730|tt0102119|tt1170411|tt3323640
nm1665978,Rajeev Jhaveri,\N,\N,writer|editor|director,tt4022278|tt1391544|tt4819546|tt0348662
nm1666431,Sanjay Maurya,\N,\N,sound_department|assistant_director|actor,tt3322420|tt4742102|tt1327035|tt4430212
nm1668048,Ranjit Harma,\N,\N,producer|writer,tt0096775|tt0115668
nm1670837,Gopal Tiwari,\N,\N,actor|writer|assistant_director,tt1773015|tt1956433|tt3016920|tt0374271
nm1672155,Dr. Gurdeep,\N,\N,writer,tt0083569|tt0253514
nm1680373,Bimal Kar,1921,2003,writer,tt0157540|tt0465904|tt0237022|tt0314217
nm1680452,Puja Bedi,\N,\N,producer|writer|miscellaneous,tt0365847|tt0379370|tt0382534|tt2175671
nm1684576,Taher,\N,\N,writer,tt0082594
nm1687108,Vipul Binjola,\N,\N,writer|actor|music_department,tt4486148|tt1146325|tt1312135|tt1667076
nm1687944,Rahat Kazmi,1946,\N,producer|actor|writer,tt6869706|tt8371204|tt9603216|tt5569160
nm1705953,Subhash Mukherjee,\N,\N,assistant_director|director|writer,tt0245494|tt0422775|tt1268882|tt0178218
nm1709471,Purva Naresh,\N,\N,writer|producer|actress,tt1618430|tt0432637|tt3173910|tt1029231
nm1714668,N.S. Bedi,\N,\N,writer|actor,tt0098167|tt0139392|tt0360145|tt0059354
nm1715502,Vijay Krishna Acharya,\N,\N,writer|director|soundtrack,tt5970844|tt0422091|tt0441048|tt1833673
nm1715537,Anirudh Dhodapkar,\N,\N,writer,tt0415003
nm1718013,Bhagavati Charan Panigrahi,\N,\N,writer,tt0074926
nm1718023,Mirza Muhammad Hadi Ruswa,\N,\N,writer,tt0485522|tt0083248
nm1722737,Pankaj Saraswat,\N,\N,writer|actor|director,tt0485513|tt1814514|tt1573482|tt1915603
nm1723225,Nishikant Kamat,\N,\N,actor|director|writer,tt1166809|tt1266583|tt4430212|tt0833444
nm1723231,Sunny Mahajan,\N,\N,writer,tt0422236
nm1738187,Shanker Iyer,\N,\N,actor|assistant_director|writer,tt0111793|tt0106203|tt0112870
nm1740733,Sen,\N,\N,writer|sound_department,tt0154663|tt0208903
nm1743389,Charudutt Acharya,\N,\N,writer|director|music_department,tt1618430|tt7387596|tt2499778|tt2871010
nm1747318,Nitin Arora,\N,\N,actor|soundtrack|composer,tt0779768|tt3169676|tt0444849|tt0364621
nm1748072,Amit Sial,\N,\N,actor|writer|composer,tt2073070|tt1643239|tt2190820|tt7363076
nm1749035,Subodh Chopra,\N,\N,writer|director,tt0430030|tt0430702|tt0443208|tt7580990
nm1749036,Pradeep Roy Choudhary,\N,\N,writer|composer|music_department,tt0268117|tt0356602|tt1629260|tt0431102
nm1749719,Ekta Pathak Malhotra,\N,\N,assistant_director|writer|miscellaneous,tt0420332|tt0449994|tt1188996|tt3802576
nm1749725,Ruchika Roy,\N,\N,producer|production_manager|writer,tt1024839|tt1639426|tt2792284|tt6868278
nm1754432,Roshan Andrews,\N,\N,director|writer|assistant_director,tt9159882|tt7231546|tt4684258|tt0430710
nm1754517,Jayant Dharmadhikari,\N,\N,writer|actor|producer,tt0071205|tt0069152|tt0155997|tt0073569
nm1758779,Raj Singh Chaudhary,1975,\N,actor|writer,tt0995740|tt1261047|tt1948640|tt0400234
nm1760976,K.K. Dharni,\N,\N,writer,tt0426863
nm1764928,K.V. Shankar,\N,\N,writer|assistant_director|actor,tt0250774|tt4127506|tt0286421
nm1766825,Shashi,\N,\N,writer,tt0274019
nm1767605,Nirupama Verma,\N,\N,actress|writer,tt0083081|tt0373778|tt1275863
nm1768251,Sulekha Bajpai,\N,\N,writer,tt1781838|tt0433605|tt0876126
nm1768254,Mrs. Preeti Bedi,\N,\N,writer,tt0083081
nm1768298,Jhumpa Lahiri,1967,\N,writer|actress|miscellaneous,tt0835434|tt6879318|tt1016916|tt0433416
nm1768327,Nusrat Sayyed,\N,\N,writer|director,tt0363959|tt0363784|tt0234302|tt0362303
nm1770662,Vijay Solanki,\N,\N,assistant_director|writer|camera_department,tt0404843|tt0119760|tt0274019|tt0118654
nm1773192,Honey Chhaya,1930,2016,actor|director|writer,tt1620719|tt0412308|tt0115019|tt1412386
nm1773569,Shonali Bose,\N,\N,director|writer|producer,tt8902990|tt2929690|tt1785333|tt0414713
nm1773638,Anand Dehelvi,\N,\N,writer|assistant_director,tt0363691|tt2726810|tt4961370|tt0466546
nm1773660,Musharaff Ali Khan,\N,\N,writer,tt0433605|tt0471646
nm1773757,Bedabrata Pain,\N,\N,producer|director|writer,tt2509326|tt0414713|tt1785333
nm1774042,Nikhat Bhatty,\N,\N,writer|assistant_director,tt0189633|tt1784589
nm1776758,Azam,\N,\N,writer,tt0248428
nm1777967,A.L. Vijay,\N,\N,director|writer|producer,tt2617676|tt7695522|tt1857670|tt1365030
nm1778703,Neil Nitin Mukesh,1982,\N,actor|music_department|writer,tt1077248|tt3801314|tt1328634|tt3595298
nm1779900,Anupam Sinha,\N,\N,director|writer,tt4965846|tt0435390
nm1779921,Anil Ahuja,\N,\N,assistant_director|writer,tt0068215|tt0148692|tt0351714|tt0893395
nm1780035,Balvendra Sandhu,\N,\N,writer|producer,tt0391547
nm1780038,Umakant Sharma,\N,\N,miscellaneous|writer,tt0156745|tt0156833|tt0141135|tt0139446
nm1781121,Shakeel Azmi,\N,\N,music_department|writer|soundtrack,tt1629424|tt1090650|tt1887763|tt0463345
nm1785718,Mrs. Husn Ara,\N,\N,writer,tt0363525
nm1785727,Bhakri,\N,\N,writer,tt0320100|tt0230498|tt0214653
nm1785769,Jwalamukhi,\N,\N,writer|director,tt0290585|tt0246492|tt0213532|tt2613186
nm1789541,Jalees,\N,\N,writer,tt0158107
nm1791661,Sanjeev,\N,\N,writer,tt1397492
nm1796962,Amit Mistry,\N,\N,actor|director|writer,tt2801992|tt1773109|tt1242530|tt3662608
nm1797819,Shaka Sampang,\N,\N,writer|actor,tt0105500|tt0119760
nm1802372,Bobby Tappia,\N,\N,writer|producer|director,tt0437452|tt0232734
nm1802377,Ankur Tewari,1977,\N,music_department|director|writer,tt0438153|tt1210356|tt1753640|tt1010048
nm1802432,Inayat Akhtar,\N,\N,writer,tt0316190|tt0362056|tt0241124
nm1802449,Rajat Arora,\N,\N,writer|music_department|soundtrack,tt2424988|tt1954206|tt1395054|tt0476884
nm1802540,J.P. Dixit,\N,\N,writer|music_department,tt0249492|tt0399942
nm1802643,Kersi Khambatta,\N,\N,writer|actor,tt8785404|tt6458080|tt3142688|tt0412308
nm1802785,Veeru Potla,\N,\N,writer|director|miscellaneous,tt1582478|tt3230300|tt0453150|tt1754394
nm1802794,Ibrahim Rangala,\N,\N,writer,tt0316190
nm1802795,H.K. Ananta Rao,\N,\N,writer,tt0359688
nm1802892,Anirudh Tiwari,\N,\N,writer,tt0455199|tt0286891|tt0314938|tt0359442
nm1802934,Bhadrakant Zaveri,\N,\N,writer,tt0316190
nm1804614,Ali Abbas Zafar,\N,\N,director|writer|assistant_director,tt2574698|tt5956100|tt4832640|tt7721800
nm1805326,Mrighdeep Lamba,\N,\N,assistant_director|director|writer,tt1867070|tt6712014|tt0461936|tt2806788
nm1805418,Supratik Sen,\N,\N,writer|assistant_director|miscellaneous,tt4399594|tt2213054|tt1274295|tt3043252
nm1805430,Ahishor Solomon,\N,\N,writer|assistant_director|director,tt0443208|tt0399942|tt8333978|tt2699840
nm1805444,Honey Trehan,1978,\N,casting_director|assistant_director|producer,tt0488414|tt1934231|tt3405236|tt4934950
nm1807045,Rajiv Kumar,\N,\N,actor|writer,tt0323013|tt2801992|tt0309800|tt0292267
nm1810659,Vishnu Mehrotra,\N,\N,writer|actor|miscellaneous,tt0149857|tt0266327|tt0413984|tt0386664
nm1811510,Shikhaa Sharma,\N,\N,producer|miscellaneous|writer,tt2224317|tt0379370|tt5745450|tt5775220
nm1815907,Yogesh Vinayak Joshi,\N,\N,writer|actor|casting_director,tt4687508|tt1266583|tt1955036|tt2385227
nm1818133,Sayed Allahabadi,\N,\N,actor|writer,tt0133024|tt0121659
nm1818139,Yu. Avetikov,\N,\N,writer,tt0485516|tt0101283
nm1818161,R.V. Dighe,\N,\N,writer,tt0139443
nm1818185,Ehtram Husain,\N,\N,writer,tt0135399
nm1818188,Bhavani Iyer,\N,\N,writer,tt7098658|tt0375611|tt1438298|tt0490170
nm1818198,Akhil Kumar,\N,\N,writer,tt0275217|tt0072972
nm1818204,Tahir Lucknowi,\N,\N,writer,tt0398671|tt0135399
nm1818281,R.S. Verma,\N,\N,writer,tt1534389|tt0283844
nm1819081,Anil Kalekar,\N,\N,writer|assistant_director|cinematographer,tt0206020|tt0275217|tt0360791|tt0072972
nm1819161,Veena Bedi,\N,\N,writer|costume_department,tt0155846|tt0155759
nm1819881,Rohit Jugraj,\N,\N,director|writer|assistant_director,tt1178657|tt7177642|tt1784589|tt0454481
nm1821635,Sanjeev Dutta,\N,\N,writer,tt1198101|tt4864932|tt2082197|tt7485048
nm1823317,Nina Arora,\N,\N,writer,tt0443708
nm1829808,Yogesh Sharma,\N,\N,writer,tt0445085
nm1829810,Jagjit Singh,\N,\N,writer,tt0445085
nm1830689,M.S. Rehman,\N,\N,writer,tt0253618|tt0259958
nm1830865,BlaaZe,1975,\N,music_department|soundtrack|actor,tt0367110|tt0405508|tt1010048|tt1078940
nm1832990,S.P. Dubey,\N,\N,actor|writer|assistant_director,tt0360050|tt0230389|tt0234261|tt0230245
nm1833429,Rahul Singh,1976,\N,actor|miscellaneous|writer,tt1274295|tt0084385|tt8163804|tt0887753
nm1834214,Shripal Morakhia,\N,\N,producer|director|writer,tt1577050|tt0443594|tt4469016|tt1213928
nm1834218,A. Nairang,\N,\N,director|writer|producer,tt0428820|tt0445085
nm1834309,Parminder Kaur,\N,\N,writer,tt0445085
nm1834338,Sagar Pandya,\N,\N,writer|miscellaneous,tt0319736|tt0443594|tt3721462|tt2292625
nm1834339,R.S. Parwana,\N,\N,writer,tt0445085
nm1834891,Maneesh Sharma,\N,\N,assistant_director|producer|director,tt3495026|tt3495030|tt1610452|tt0439662
nm1835066,Roshan Abbas,\N,\N,director|actor|writer,tt0116308|tt10712112|tt1937092|tt11046836
nm1836811,Surabhi Bhatnagar,\N,\N,producer|production_manager|writer,tt9378950|tt8647400|tt2354407|tt9495690
nm1840921,Radhika Rao,\N,\N,director|assistant_director|writer,tt5255710|tt1620719|tt0449306|tt3595298
nm1840972,Sadashiv Brahmam,\N,\N,writer,tt0274944|tt1414533|tt0260793|tt0230415
nm1841821,Mona Alvi,\N,\N,writer|music_department|miscellaneous,tt0283911|tt0364196|tt0196635
nm1843334,Khayaae,\N,\N,writer,tt0072972
nm1844723,Ghulam Abbas,\N,\N,writer,tt0085896
nm1845773,Girish Pandit,\N,\N,writer|actor,tt0256429|tt0256355|tt0256100|tt0339994
nm1847867,Bijesh Jayarajan,\N,\N,writer|actor|camera_department,tt0444820|tt0437279|tt4814290|tt3770660
nm1847918,R.K. Mitra,\N,\N,writer,tt0216067
nm1847933,Kapil Pathak,\N,\N,writer,tt0379250
nm1847980,Dusan Tolmac,\N,\N,writer|director|script_department,tt6357728|tt6301784|tt2855648|tt0490156
nm1848132,Sanjiv Jaiswal,\N,\N,writer|director|producer,tt2236494|tt7228072|tt1883330|tt0444820
nm1850633,Jagdish Shirotria,\N,\N,assistant_director|writer|miscellaneous,tt0231817|tt0215859|tt0043842|tt0237564
nm1853570,M. Akhtar,\N,\N,writer,tt0405852
nm1856840,Sameer Arora,\N,\N,writer|miscellaneous,tt0405121|tt5638474|tt1596723|tt1454461
nm1856843,Ratan Aulakh,\N,\N,actor|writer|casting_director,tt1543245|tt1553060|tt0448586|tt1466066
nm1856915,Prem Jalandhri,\N,\N,writer|music_department,tt0448454|tt0313495|tt1565053
